STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,na_item,National accounts indicator (ESA 2010),finpos,Financial position,stk_flow,Stock or flow,sector,Sector,sector2,Counterpart sector,co_nco,Consolidated/Non consolidated,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),NO,Norway,2024-Q3,,413.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),NO,Norway,2024-Q4,,428.8,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),NO,Norway,2025-Q1,,397.2,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),NO,Norway,2025-Q2,,415.8,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2018-Q1,,-40.2,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2018-Q2,,-40.3,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2018-Q3,,-39.3,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2018-Q4,,-38.7,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2019-Q1,,-37.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2019-Q2,,-36.8,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2019-Q3,,-36.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2019-Q4,,-36.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2020-Q1,,-38.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2020-Q2,,-43.3,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2020-Q3,,-42.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2020-Q4,,-45.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2021-Q1,,-44.4,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2021-Q2,,-40.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2021-Q3,,-39.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2021-Q4,,-36.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2022-Q1,,-33.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2022-Q2,,-30.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2022-Q3,,-29.8,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2022-Q4,,-31.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2023-Q1,,-30.8,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2023-Q2,,-30.4,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2023-Q3,,-32.2,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2023-Q4,,-36.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2024-Q1,,-35.2,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2024-Q2,,-36.7,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2024-Q3,,-38.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2024-Q4,,-39.3,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2025-Q1,,-38.2,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PL,Poland,2025-Q2,,-40.0,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2018-Q1,,-107.4,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2018-Q2,,-106.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2018-Q3,,-102.8,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2018-Q4,,-101.8,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2019-Q1,,-102.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2019-Q2,,-103.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2019-Q3,,-101.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2019-Q4,,-98.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2020-Q1,,-97.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2020-Q2,,-104.7,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2020-Q3,,-107.7,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2020-Q4,,-111.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2021-Q1,,-113.7,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2021-Q2,,-109.8,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2021-Q3,,-106.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2021-Q4,,-103.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2022-Q1,,-95.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2022-Q2,,-87.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2022-Q3,,-80.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2022-Q4,,-78.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2023-Q1,,-76.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2023-Q2,,-74.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2023-Q3,,-69.7,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2023-Q4,,-71.2,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2024-Q1,,-68.4,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2024-Q2,,-65.7,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2024-Q3,,-64.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2024-Q4,,-63.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2025-Q1,,-59.8,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),PT,Portugal,2025-Q2,,-59.5,,p,provisional,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2018-Q1,,-20.9,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2018-Q2,,-20.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2018-Q3,,-20.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2018-Q4,,-19.7,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2019-Q1,,-20.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2019-Q2,,-21.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2019-Q3,,-21.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2019-Q4,,-22.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2020-Q1,,-22.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2020-Q2,,-25.2,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2020-Q3,,-28.2,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2020-Q4,,-32.4,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2021-Q1,,-32.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2021-Q2,,-33.0,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2021-Q3,,-31.4,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2021-Q4,,-31.1,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2022-Q1,,-29.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2022-Q2,,-24.6,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2022-Q3,,-24.5,,,,,
dataflow,ESTAT:GOV_10Q_GGFA(1.0),Quarterly financial accounts for general government,Q,Quarterly,BF90,Financial net worth,LIAB,Liabilities,STK,Stock,S13,General government,S1_S2,Total economy and rest of the world,NCO,Non-consolidated,PC_GDP,Percentage of gross domestic product (GDP),RO,Romania,2022-Q4,,-27.5,,,,,
